ori,state_fips,state_abbr,agency_name_std,leaic_lg_name,est_total_2024,match_status,aiannh_codes,aiannh_names,comptyp_included,footprint_pop20_in_state,n_blocks_in_state,match_basis,reviewer_note
NM0260200,35,NM,SAN ILDEFONSO PUEBLO,PUEBLO OF SAN ILDEFONSO,0.0,matched,3415,San Ildefonso Pueblo,R;T,1819,70,leaic_lg_name 'PUEBLO OF SAN ILDEFONSO' == AIANNH NAME 'San Ildefonso',
NM0260300,35,NM,POJOAQUE TRIBAL,PUEBLO OF POJOAQUE,0.0,matched,2990,Pueblo of Pojoaque,R;T,3536,125,leaic_lg_name 'PUEBLO OF POJOAQUE' == AIANNH NAME 'Pojoaque',Same footprint as NMDI02200.
NM0290400,35,NM,TAOS PUEBLO,PUEBLO OF TAOS,0.0,matched,4140,Taos Pueblo,R;T,4704,216,leaic_lg_name 'PUEBLO OF TAOS' == AIANNH NAME 'Taos',
NM0320500,35,NM,LAGUNA TRIBAL,PUEBLO OF LAGUNA,0.0,matched,1840,Laguna Pueblo,R;T,3985,659,leaic_lg_name 'PUEBLO OF LAGUNA' == AIANNH NAME 'Laguna',Same footprint as NM0330300.
NM0320600,35,NM,ACOMA TRIBAL,PUEBLO OF ACOMA,0.0,matched,0010,Acoma Pueblo,R;T,3230,337,leaic_lg_name 'PUEBLO OF ACOMA' == AIANNH NAME 'Acoma',Same footprint as NM0330400.
NMDI05200,35,NM,BIA,NAVAJO NATION,0.0,matched,2430,Navajo Nation Reservation,R;T,64571,7971,LEAIC NAME 'BU IN AFF LAW ENF EASTERN NAVAJO AGY CROWNPOINT' + leaic_lg_name 'NAVAJO NATION' == AIANNH NAME 'Navajo Nation',"BIA Eastern Navajo Agency covers only the eastern (NM) sub-agency district; the 2020 vocabulary has no sub-Nation code, so the footprint is the whole NM portion. Overlaps NM0170400 (Ramah Navajo). COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 40,197 (R only) to 64,571 (+61%)."
NMDI05500,35,NM,PUEBLO OF SANDIA,,0.0,matched,3370,Sandia Pueblo,R,4738,221,agency_name_std 'PUEBLO OF SANDIA' == AIANNH NAME 'Sandia',"Not in LEAIC (is_tribal_leaic False); matched on agency name, and Sandia is the only NM AIANNH area carrying that token."
NY0162500,36,NY,AKWESASNE,ST REGIS BAND OF MOHAWK INDIANS,0.0,matched,3320,St. Regis Mohawk Reservation,R,3663,31,agency_name_std 'AKWESASNE' + leaic_lg_name 'ST REGIS BAND OF MOHAWK INDIANS' == AIANNH NAME 'St. Regis Mohawk',Akwesasne is the Mohawk name for the St. Regis community. Same footprint as NYDI02200; the US-side reservation only (Akwesasne straddles the Canadian border and the Census area covers the US side).
NYDI02100,36,NY,ONEIDA INDIAN NATION,ONEIDA INDIAN NATION,0.0,matched,2555,Oneida Nation Reservation,R,62877,2346,leaic_lg_name 'ONEIDA INDIAN NATION' == AIANNH NAME 'Oneida Nation',"OVERSTATEMENT WARNING: Census's 'Oneida Nation Reservation' (2555) is the ~300,000-acre 1794 treaty reservation boundary in Madison/Oneida Cos NY, pop 62,877 - overwhelmingly non-tribal fee land in which the Oneida Indian Nation police do not have general jurisdiction. The Nation's actual trust/reacquired holdings are a small fraction. Do not treat this footprint as a service population without adjustment."
NDDI00100,38,ND,TURTLE MOUNTAIN AGENCY,TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS,0.0,matched,4345,Turtle Mountain Reservation,R;T,7605,333,leaic_lg_name 'TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS' == AIANNH NAME 'Turtle Mountain'; LEAIC ADDRESS_CITY=BELCOURT,"Turtle Mountain also has 2 trust-land blocks in SD (pop 0); ND portion only. COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 5,113 (R only) to 7,605 (+49%)."
OK0561700,40,OK,MUSCOGEE NATION TRIBAL,MUSCOGEE (CREEK) NATION,0.0,matched,5620,Creek OTSA,R,813184,24302,OTSA; leaic_lg_name 'MUSCOGEE (CREEK) NATION' == AIANNH NAME 'Creek',"Joint-use OTSA 5915 'Creek/Seminole' (pop 1,900) excluded to avoid double counting with OKDI06200. Footprint is an Oklahoma Tribal Statistical Area (OTSA), a Census statistical area for a tribe without a reservation - NOT a reservation boundary. OTSAs are large and overlap; supervisor must decide separately whether OTSA extent is an acceptable policing footprint."
OK0591200,40,OK,PAWNEE TRIBAL,PAWNEE NATION,0.0,matched,5780,Pawnee OTSA,R,15412,1425,OTSA; leaic_lg_name 'PAWNEE NATION' == AIANNH NAME 'Pawnee',"Footprint is an Oklahoma Tribal Statistical Area (OTSA), a Census statistical area for a tribe without a reservation - NOT a reservation boundary. OTSAs are large and overlap; supervisor must decide separately whether OTSA extent is an acceptable policing footprint."
OKDI05300,40,OK,PAWNEE AGENCY,PAWNEE NATION,0.0,ambiguous,,,,0,0,BIA Pawnee Agency is a multi-tribe BIA agency; leaic_lg_name names only 'PAWNEE NATION',"AMBIGUOUS: the BIA Pawnee Agency law-enforcement unit serves the Pawnee, Tonkawa, Otoe-Missouria, Ponca and Kaw tribes (https://www.bia.gov/regional-offices/southern-plains/pawnee-agency). Candidate OTSAs: Pawnee (5780), Tonkawa (5860), Otoe-Missouria (5760), Ponca (5800), Kaw (5690), Kaw/Ponca joint (5950). All five tribes already have their own tribal-PD ORI in this roster. est_total_2024=0, so no crime mass is lost."
OKDIT0800,40,OK,IOWA TRIBAL,,0.0,matched,5670,Iowa OTSA,R,6602,596,OTSA; agency_name_std 'IOWA TRIBAL' == AIANNH NAME 'Iowa',"Not in LEAIC. Same footprint as OK0601100. Footprint is an Oklahoma Tribal Statistical Area (OTSA), a Census statistical area for a tribe without a reservation - NOT a reservation boundary. OTSAs are large and overlap; supervisor must decide separately whether OTSA extent is an acceptable policing footprint."
OR0130300,41,OR,BURNS PAIUTE TRIBAL,BURNS PAIUTE TRIBE OF THE BURNS PAIUTE INDIAN COLO,0.0,matched,0400,Burns Paiute Indian Colony,R;T,133,47,leaic_lg_name 'BURNS PAIUTE TRIBE OF THE BURNS PAIUTE INDIAN COLO[NY]' == AIANNH NAME 'Burns Paiute',
OR0261100,41,OR,TRANSIT DISTRICT POLICE,TRI COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF,0.0,not_tribal,,,,0,0,"TriMet (Tri-County Metropolitan Transportation District of Oregon) transit police, Portland OR",FALSE POSITIVE: is_tribal_leaic fired on the LG_POPULATION=999999999 special-district sentinel; tribal_name_wordboundary is False. A transit district police department.
ORDI06000,41,OR,COLUMBIA RIVER IT FISH E,_Undetermined,0.0,no_aiannh,,,,0,0,Columbia River Inter-Tribal Fisheries Enforcement (CRITFC) - a four-tribe treaty-fishery enforcement body with no AIANNH area of its own,"NO AIANNH AREA: CRITFC enforces treaty fishing regulations for the Nez Perce, Umatilla, Warm Springs and Yakama tribes at in-lieu and treaty fishing access sites along the Columbia River. Its jurisdiction is a set of river access sites, not a reservation or trust-land area, and it has no AIANNHCE. Assigning it the four member tribes' reservations would double-count IDDI00400, OR0301200, ORDI05000 and WADI05800."
RIDI00300,44,RI,NARRAGANSETT TRIBAL,NARRANGANSETT INDIAN TRIBE,0.0,matched,2415,Narragansett Reservation,R,0,25,leaic_lg_name 'NARRA[GA]NSETT INDIAN TRIBE' == AIANNH NAME 'Narragansett',"The Narragansett Reservation has 25 blocks but 2020 population 0 - an unpopulated (per Census) settlement area. Reported as 0, not blank."
SD0110400,46,SD,YANKTON TRIBAL,YANKTON SIOUX TRIBE,0.0,matched,4700,Yankton Reservation,R,6588,1012,leaic_lg_name 'YANKTON SIOUX TRIBE' == AIANNH NAME 'Yankton',
SD0600200,46,SD,ROSEBUD TRIBAL,ROSEBUD SIOUX TRIBE,0.0,matched,3235,Rosebud Indian Reservation,R;T,10570,1535,leaic_lg_name 'ROSEBUD SIOUX TRIBE' == AIANNH NAME 'Rosebud',
SDDI01000,46,SD,OGLALA SIOUX TRIBAL,OGLALA SIOUX TRIBE,0.0,matched,2810,Pine Ridge Reservation,R,18847,1459,leaic_lg_name 'OGLALA SIOUX TRIBE' -> Pine Ridge Reservation (AIANNH NAME 'Pine Ridge'); tribe name and Census area name differ,"Name mismatch by design: the Oglala Sioux Tribe's reservation is Pine Ridge. The naive join produced only a spurious 'SIOUX' hit on Shakopee Mdewakanton (4 blocks, pop 0). Same footprint as SD0560200."
SDDI01700,46,SD,FLANDREAU TRIBAL,FLANDREAU SANTEE SIOUX TRIBE,0.0,matched,1100,Flandreau Reservation,R,415,19,leaic_lg_name 'FLANDREAU SANTEE SIOUX TRIBE' == AIANNH NAME 'Flandreau',
TN0070600,47,TN,SPR INDIAN MOUNTAIN,State of Tennessee,0.0,not_tribal,,,,0,0,"Tennessee state park rangers, Indian Mountain State Park, Jellico/Campbell County TN","FALSE POSITIVE: LEAIC NAME 'ST PARK RNGRS INDIAN MT CAMP PK JELLICO', leaic_lg_name 'State of Tennessee'. A state park named Indian Mountain; TN's only AIANNH block group is unrelated."
TXDI01200,48,TX,YSLETA DEL SUR PUEBLO TB,YSLETA DEL SUR PUEBLO,0.0,matched,4755,Ysleta del Sur Pueblo,R;T,1124,38,leaic_lg_name 'YSLETA DEL SUR PUEBLO' == AIANNH NAME 'Ysleta del Sur',"COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 303 (R only) to 1,124 (+271%)."
UTDI01700,49,UT,GOSHUTE TRIBAL,EASTERN BAND OF CHEROKEE INDIANS,0.0,matched,1340,Goshute Reservation,R,96,23,"LEAIC NAME 'GOSHUTE TRIBAL POLICE DEPARTMENT', COUNTYNAME=TOOELE, ADDRESS_CITY=IBAPAH == AIANNH NAME 'Goshute'","leaic_lg_name 'EASTERN BAND OF CHEROKEE INDIANS' is a LEAIC data error (that tribe is in North Carolina). The agency name, county and Ibapah address all identify the Confederated Tribes of the Goshute Reservation. Goshute Reservation spans UT/NV; UT portion only."
WA0050900,53,WA,LOWER ELWHA TRIBAL,LOWER ELWHA TRIBE,0.0,matched,2040,Lower Elwha Reservation,R;T,680,57,leaic_lg_name 'LOWER ELWHA TRIBE' == AIANNH NAME 'Lower Elwha',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 316 (R only) to 680 (+115%).
WA0241400,53,WA,COLVILLE TRIBAL,CONFEDERATED TRIBES OF THE COLVILLE RESERVATION,0.0,matched,0760,Colville Reservation,R;T,7807,940,leaic_lg_name 'CONFEDERATED TRIBES OF THE COLVILLE RESERVATION' == AIANNH NAME 'Colville',Same footprint as WADI05700.
WA0371000,53,WA,LUMMI TRIBAL,LUMMI INDIANS,0.0,matched,2070,Lummi Reservation,R,5748,149,leaic_lg_name 'LUMMI INDIANS' == AIANNH NAME 'Lummi',Same footprint as WADI05900.
WADI05400,53,WA,QUINAULT INDIAN NATION,QUINAULT INDIAN NATION,0.0,matched,3040,Quinault Reservation,R,1520,185,leaic_lg_name 'QUINAULT INDIAN NATION' == AIANNH NAME 'Quinault',
WADI06300,53,WA,SAUK SUIATTLE TRIBAL,SAUK-SUIATTLE TRIBE,0.0,matched,3625,Sauk-Suiattle Reservation,R,52,3,leaic_lg_name 'SAUK-SUIATTLE TRIBE' == AIANNH NAME 'Sauk-Suiattle',
WADI08200,53,WA,JAMESTOWN S KLALLAM TRBL,JAMESTOWN S'KLALLAM,0.0,matched,1655,Jamestown S'Klallam Reservation,R;T,36,39,"leaic_lg_name ""JAMESTOWN S'KLALLAM"" == AIANNH NAME ""Jamestown S'Klallam""",COMPTYP FLAG: the reservation (R) component has 2020 population 0 in this state (5 blocks); the entire 36-person footprint comes from off-reservation trust land (T).
WADI08300,53,WA,SNOQUALMIE TRIBAL,,0.0,matched,3860,Snoqualmie Reservation,R;T,0,2,agency_name_std 'SNOQUALMIE TRIBAL' == AIANNH NAME 'Snoqualmie',"Not in LEAIC. The Snoqualmie area has only 2 blocks and 2020 population 0; reported as 0, not blank."
WI0400100,55,WI,MENOMINEE TRIBAL,MENOMINEE INDIAN TRIBE OF WISCONSIN,0.0,matched,2175,Menominee Reservation,R;T,3293,481,leaic_lg_name 'MENOMINEE INDIAN TRIBE OF WISCONSIN' == AIANNH NAME 'Menominee',
WI0640100,55,WI,LAC DU FLAMBEAU TRIBAL,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA IND,0.0,matched,1825,Lac du Flambeau Reservation,R,3518,256,leaic_lg_name 'LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA IND[IANS]' == AIANNH NAME 'Lac du Flambeau',Same footprint as WIDI00300.
WIDI01600,55,WI,BAD RIVER TRIBAL,BAD RIVER BAND OF LAKE SUPERIOR CHIPPEWA INDIANS O,0.0,matched,0140,Bad River Reservation,R,1545,140,leaic_lg_name 'BAD RIVER BAND OF LAKE SUPERIOR CHIPPEWA INDIANS O[F WI]' == AIANNH NAME 'Bad River',
AK0012500,02,AK,METLAKATLA TRIBAL,METLAKATLA INDIAN COMMUNITY OF THE ANNETTE ISLAND,0.0,matched,0110,Annette Island Reserve,R,1562,113,leaic_lg_name 'METLAKATLA INDIAN COMMUNITY OF THE ANNETTE ISLAND' == AIANNH NAME 'Annette Island',Annette Island Reserve is the only AIANNH reservation in Alaska; all other AK AIANNH areas are ANVSAs/Hawaiian-style statistical areas.
CA0330400,06,CA,CABAZON,State of California,0.0,matched,0415,Cabazon Reservation,R,192,27,"LEAIC NAME 'CABAZON TRIBAL PD' (Riverside County, ADDRESS_CITY Indio) == AIANNH NAME 'Cabazon'",leaic_lg_name is the placeholder 'State of California' with LG_POPULATION=888888888; the LEAIC agency NAME identifies it as the Cabazon Band tribal PD.
NVDI00900,32,NV,WELLS BAND TRIBAL,TE-MOAK TRIBE OF WESTERN SHOSHONE - Wells,0.0,matched,4580,Wells Colony,R,54,7,agency_name_std 'WELLS BAND TRIBAL' + leaic_lg_name 'TE-MOAK TRIBE OF WESTERN SHOSHONE - Wells' == AIANNH NAME 'Wells',
NM0230500,35,NM,COCHITI LAKE,PUEBLO OF COCHITI,0.0,matched,0680,Pueblo de Cochiti,R,1517,87,"leaic_lg_name 'PUEBLO OF COCHITI' == AIANNH NAME 'Cochiti'; LEAIC NAME 'COCHITI LAKE PD COCHITI', COUNTYNAME=SANDOVAL","The agency name references the Town of Cochiti Lake (LEAIC FPLACE 16560), a municipality built on land leased from Cochiti Pueblo. Whether this ORI is the Pueblo's PD or the town's, the geography lies inside the Cochiti Reservation (0680), so the code is right either way - but if it is the town PD the true footprint is a subset of 0680, not all of it."
MADI01000,25,MA,WAMPANOAG TRIBE GAY HEAD,AQUINNAH TOWN,0.0,matched,4530,Wampanoag-Aquinnah Trust Land,T,86,17,agency_name_std 'WAMPANOAG TRIBE GAY HEAD' == AIANNH NAME 'Wampanoag-Aquinnah' (the Wampanoag Tribe of Gay Head/Aquinnah); only Wampanoag-Aquinnah area in MA,"Trust-land-only (COMPTYP T, CLASSFP D3); there is no R component. 2020 population 86 across 17 blocks. Added 2026-07-30 during the Stage 2 fix batch: the ORI is tribal-flagged and was on Aquinnah town cousub but was absent from the first mapping pass. Zero 2024 mass."
NMDI05100,35,NM,SOUTHERN PUEBLOS AGENCY,_Undetermined,42.0,ambiguous,,,,,,OTSA=no; BIA Southern Pueblos Agency (Albuquerque) is a multi-tribe regional agency; LEAIC LG_NAME is _Undetermined and LG_POPULATION is the 888888888 non-tribal sentinel,"Same class as NMDI05000 NORTHERN PUEBLOS AGENCY: a BIA regional agency serving many southern pueblos, several of which carry their own ORI here, so no single AIANNH area is attributable. Currently resolved to Albuquerque city (place 3502000) by the agency-seat place shortcut, which affirms a false claim about where its 42 counts happened. Added 2026-07-30 during the Stage 2 fix batch."
