case_id,ori9,year,offense,adjudication,reason_code,reviewer,evidence_note
extadj-pa0022800-larceny,PA0022800,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-pa0022800-motor_vehicle_theft,PA0022800,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-pa0022800-murder,PA0022800,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-pa0022800-rape,PA0022800,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-pa0022800-robbery,PA0022800,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-ca0196100-aggravated_assault,CA0196100,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-burglary,CA0196100,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-larceny,CA0196100,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-motor_vehicle_theft,CA0196100,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-murder,CA0196100,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-rape,CA0196100,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-ca0196100-robbery,CA0196100,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com San Fernando CA 2024 crime statistics ('2 homicides...84 violent crimes...505 property crimes' in 2024) — Independent aggregator's violent-crime total (84) and property-crime total (505) match the held lane's sums exactly (36+
extadj-dcmpd0000-aggravated_assault,DCMPD0000,2024,aggravated_assault,accept_unchanged,external_evidence_admit,supervisor,Override of agent REPLACE: MPD public DC Crime Rates table uses DC Code categories (ADW etc.) that undercount vs UCR/NIBRS definitions; definitionally-stable offenses (murder/larceny/MVT) in the same filing match. Filing admitted as NIBRS-c
extadj-dcmpd0000-burglary,DCMPD0000,2024,burglary,accept_unchanged,external_evidence_admit,supervisor,Override of agent REPLACE: MPD public DC Crime Rates table uses DC Code categories (ADW etc.) that undercount vs UCR/NIBRS definitions; definitionally-stable offenses (murder/larceny/MVT) in the same filing match. Filing admitted as NIBRS-c
extadj-dcmpd0000-rape,DCMPD0000,2024,rape,accept_unchanged,external_evidence_admit,supervisor,Override of agent REPLACE: MPD public DC Crime Rates table uses DC Code categories (ADW etc.) that undercount vs UCR/NIBRS definitions; definitionally-stable offenses (murder/larceny/MVT) in the same filing match. Filing admitted as NIBRS-c
extadj-dcmpd0000-robbery,DCMPD0000,2024,robbery,accept_unchanged,external_evidence_admit,supervisor,Override of agent REPLACE: MPD public DC Crime Rates table uses DC Code categories (ADW etc.) that undercount vs UCR/NIBRS definitions; definitionally-stable offenses (murder/larceny/MVT) in the same filing match. Filing admitted as NIBRS-c
