ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,group_n_ori9,group_n_distinct_signature,group_total_sum,group_total_max,group_total_min,group_excess_mass,match_evidence,duplicate_class
LA03620,LA0362000,LA,22,2024,7.0,7.0,59.0,3.0,0.0,0.0,1.0,77.0,0|0|1|7|7|59|3,cius_publication_annual,12.0,7,TULANE UNIVERSITY,special_jurisdiction,,071,55000,srs_agency_header,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,154.0,77.0,77.0,77.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
LA03620,LA036209E,LA,22,2024,7.0,7.0,59.0,3.0,0.0,0.0,1.0,77.0,0|0|1|7|7|59|3,nibrs_srs_equivalent_annual,12.0,7,NEW ORLEANS,special_jurisdiction,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,154.0,77.0,77.0,77.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63186,MI6318600,MI,26,2024,7.0,9.0,50.0,11.0,0.0,0.0,0.0,77.0,0|0|0|7|9|50|11,srs_return_a_annual,12.0,7,LYON TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,77.0,2,1,154.0,77.0,77.0,77.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63186,MI631860X,MI,26,2024,7.0,9.0,50.0,11.0,0.0,0.0,0.0,77.0,0|0|0|7|9|50|11,nibrs_srs_equivalent_annual,12.0,7,,local_police,26094.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612549820,77.0,2,1,154.0,77.0,77.0,77.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN00212,IN0021200,IN,18,2024,21.0,0.0,51.0,4.0,0.0,0.0,0.0,76.0,0|0|0|21|0|51|4,srs_return_a_annual,12.0,7,PARKVIEW HEALTH,unknown,,,,,1.0,1.0,overlap,18:statewide_overlap_layer,76.0,2,1,152.0,76.0,76.0,76.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN00212,IN002129E,IN,18,2024,21.0,0.0,51.0,4.0,0.0,0.0,0.0,76.0,0|0|0|21|0|51|4,nibrs_srs_equivalent_annual,12.0,7,,unknown,0.0,003,,fbi_cde_agency_roster,1.0,1.0,overlap,18:statewide_overlap_layer,76.0,2,1,152.0,76.0,76.0,76.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00927,NH0092700,NH,33,2024,2.0,3.0,66.0,0.0,0.0,2.0,0.0,73.0,0|2|0|2|3|66|0,srs_return_a_annual,12.0,7,UNIV OF NEW HAMPSHIRE,special_jurisdiction,,017,19620,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,73.0,2,1,146.0,73.0,73.0,73.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00927,NH00927TZ,NH,33,2024,2.0,3.0,66.0,0.0,0.0,2.0,0.0,73.0,0|2|0|2|3|66|0,nibrs_srs_equivalent_annual,12.0,7,DURHAM,special_jurisdiction,0.0,017,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,73.0,2,1,146.0,73.0,73.0,73.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IL09990,IL0999000,IL,17,2024,3.0,11.0,52.0,5.0,0.0,0.0,1.0,72.0,0|0|1|3|11|52|5,cius_publication_annual,12.0,7,HOMER GLEN,local_police,,197,35835,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1735835,72.0,2,1,144.0,72.0,72.0,72.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IL09990,IL099900X,IL,17,2024,3.0,11.0,52.0,5.0,0.0,0.0,1.0,72.0,0|0|1|3|11|52|5,nibrs_srs_equivalent_annual,12.0,7,JOILET,local_police,24638.0,197,,fbi_cde_agency_roster,1.0,1.0,exclusive,17:municipal:place:1738570,72.0,2,1,144.0,72.0,72.0,72.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03699,CA0369900,CA,06,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP SAN BERNARDINO CNTY,state_law_enforcement,0.0,071,99071,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,188.39911285783745,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03699,CA0369930,CA,06,2024,3.0,6.0,20.0,8.0,0.0,0.0,2.0,39.0,0|0|2|3|6|20|8,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BARSTOW AREA OFFICE,state_law_enforcement,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,39.0,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03699,CA0369934,CA,06,2024,0.0,0.0,1.0,8.0,0.0,0.0,0.0,9.0,0|0|0|0|0|1|8,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL NEEDLES AREA OFFICE,state_law_enforcement,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,9.0,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03699,CA0369950,CA,06,2024,6.0,1.0,22.0,27.0,0.0,0.0,0.0,56.0,0|0|0|6|1|22|27,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL VICTORVILLE AREA OFFICE,state_law_enforcement,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,56.0,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03699,CA0369955,CA,06,2024,6.0,1.0,1.0,4.0,1.0,0.0,0.0,13.0,1|0|0|6|1|1|4,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL RANCHO CUCAMONGA AREA OFFICE,state_law_enforcement,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,13.0,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03699,CA0369960,CA,06,2024,5.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,0|1|0|5|0|1|2,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SAN BERNARDINO AREA OFFICE,state_law_enforcement,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,9.0,6,6,126.0,56.0,0.0,70.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NC03404,NC0340400,NC,37,2024,0.0,4.0,54.0,12.0,0.0,0.0,0.0,70.0,0|0|0|0|4|54|12,srs_return_a_annual,9.0,0,WAKE FOREST UNIVERSITY,special_jurisdiction,,067,75000,srs_agency_header,1.0,1.0,overlap,37:statewide_overlap_layer,94.55982189438592,2,1,140.0,70.0,70.0,70.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC03404,NC034049E,NC,37,2024,0.0,4.0,54.0,12.0,0.0,0.0,0.0,70.0,0|0|0|0|4|54|12,nibrs_srs_equivalent_annual,9.0,7,WINSTON SALEM,special_jurisdiction,0.0,067,,fbi_cde_agency_roster,1.0,1.0,overlap,37:statewide_overlap_layer,70.0,2,1,140.0,70.0,70.0,70.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA04299,CA0429900,CA,06,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP SANTA BARBARA COUNTY,state_law_enforcement,0.0,083,69070,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,182.26004737091847,4,4,108.0,46.0,0.0,62.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429950,CA,06,2024,0.0,0.0,5.0,41.0,0.0,0.0,0.0,46.0,0|0|0|0|0|5|41,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA MARIA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,46.0,4,4,108.0,46.0,0.0,62.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429955,CA,06,2024,0.0,0.0,7.0,18.0,0.0,0.0,0.0,25.0,0|0|0|0|0|7|18,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BUELLTON AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,25.0,4,4,108.0,46.0,0.0,62.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429960,CA,06,2024,0.0,0.0,10.0,27.0,0.0,0.0,0.0,37.0,0|0|0|0|0|10|27,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA BARBARA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,37.0,4,4,108.0,46.0,0.0,62.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
IL016AB,IL016AB00,IL,17,2024,2.0,0.0,56.0,1.0,0.0,3.0,0.0,62.0,0|3|0|2|0|56|1,srs_return_a_annual,12.0,7,LOYOLA UNIVERSITY OF CHI,special_jurisdiction,,031,14000,srs_agency_header,1.0,1.0,overlap,17:statewide_overlap_layer,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IL016AB,IL016AB9E,IL,17,2024,2.0,0.0,56.0,1.0,0.0,3.0,0.0,62.0,0|3|0|2|0|56|1,nibrs_srs_equivalent_annual,12.0,7,CHICAGO,special_jurisdiction,0.0,031,,fbi_cde_agency_roster,1.0,1.0,overlap,17:statewide_overlap_layer,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63192,MI6319200,MI,26,2024,4.0,4.0,47.0,7.0,0.0,0.0,0.0,62.0,0|0|0|4|4|47|7,srs_return_a_annual,12.0,7,SPRINGFIELD TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63192,MI631920X,MI,26,2024,4.0,4.0,47.0,7.0,0.0,0.0,0.0,62.0,0|0|0|4|4|47|7,nibrs_srs_equivalent_annual,12.0,7,,local_police,14762.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612575760,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01941,TN0194100,TN,47,2024,59.0,0.0,0.0,0.0,2.0,1.0,0.0,62.0,2|1|0|59|0|0|0,srs_return_a_annual,12.0,7,DEPT OF CORRECTION INT A,special_jurisdiction,,037,52006,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01941,TN019410X,TN,47,2024,59.0,0.0,0.0,0.0,2.0,1.0,0.0,62.0,2|1|0|59|0|0|0,nibrs_srs_equivalent_annual,12.0,7,NASHVILLE,unknown,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,47:statewide_overlap_layer,62.0,2,1,124.0,62.0,62.0,62.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC00106,NC0010600,NC,37,2024,1.0,9.0,44.0,3.0,0.0,1.0,0.0,58.0,0|1|0|1|9|44|3,cius_publication_annual,12.0,7,ELON UNIVERSITY,special_jurisdiction,,001,21095,srs_agency_header,1.0,1.0,overlap,37:statewide_overlap_layer,58.0,2,1,116.0,58.0,58.0,58.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC00106,NC001069E,NC,37,2024,1.0,9.0,44.0,3.0,0.0,1.0,0.0,58.0,0|1|0|1|9|44|3,nibrs_srs_equivalent_annual,12.0,7,ELON,special_jurisdiction,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,37:statewide_overlap_layer,58.0,2,1,116.0,58.0,58.0,58.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63189,MI6318900,MI,26,2024,10.0,5.0,29.0,7.0,1.0,4.0,1.0,57.0,1|4|1|10|5|29|7,srs_return_a_annual,12.0,7,OXFORD TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,57.0,2,1,114.0,57.0,57.0,57.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63189,MI631890X,MI,26,2024,10.0,5.0,29.0,7.0,1.0,4.0,1.0,57.0,1|4|1|10|5|29|7,nibrs_srs_equivalent_annual,12.0,7,,local_police,19592.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612562040,57.0,2,1,114.0,57.0,57.0,57.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00499,CA0049900,CA,06,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP BUTTE COUNTY,state_law_enforcement,0.0,007,13014,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,223.9297585054547,3,3,189.0,136.0,0.0,53.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
